"","Year","Month","Day","variable","value"
"1645",2007,7,6,"Kitchen",2826
"1646",2007,7,7,"Kitchen",997
"1647",2007,7,8,"Kitchen",1825
"1648",2007,7,9,"Kitchen",923
"1649",2007,7,10,"Kitchen",67
"1650",2007,7,11,"Kitchen",1015
"1651",2007,7,12,"Kitchen",1029
"1652",2007,7,13,"Kitchen",0
"1653",2007,7,14,"Kitchen",3775
"1654",2007,7,15,"Kitchen",862
"1655",2007,7,16,"Kitchen",830
"1656",2007,7,17,"Kitchen",848
"1657",2007,7,18,"Kitchen",909
"1658",2007,7,19,"Kitchen",1068
"1659",2007,7,20,"Kitchen",2111
"1660",2007,7,21,"Kitchen",428
"1661",2007,7,22,"Kitchen",7091
"1662",2007,7,23,"Kitchen",1747
"1663",2007,7,24,"Kitchen",0
"1664",2007,7,25,"Kitchen",0
"1665",2007,7,26,"Kitchen",975
"1666",2007,7,27,"Kitchen",1837
"1667",2007,7,28,"Kitchen",907
"1668",2007,7,29,"Kitchen",0
"1669",2007,7,30,"Kitchen",0
"1670",2007,7,31,"Kitchen",3277
"1671",2007,8,1,"Kitchen",1583
"1672",2007,8,2,"Kitchen",482
"1673",2007,8,3,"Kitchen",958
"1674",2007,8,4,"Kitchen",552
"1675",2007,8,5,"Kitchen",169
"1676",2007,8,6,"Kitchen",1096
"1677",2007,8,7,"Kitchen",437
"1678",2007,8,8,"Kitchen",1055
"1679",2007,8,9,"Kitchen",182
"1680",2007,8,10,"Kitchen",336
"1681",2007,8,11,"Kitchen",1180
"1682",2007,8,12,"Kitchen",1123
"1683",2007,8,13,"Kitchen",93
"1684",2007,8,14,"Kitchen",951
"1685",2007,8,15,"Kitchen",338
"1686",2007,8,16,"Kitchen",962
"1687",2007,8,17,"Kitchen",244
"1688",2007,8,18,"Kitchen",0
"1689",2007,8,19,"Kitchen",1025
"1690",2007,8,20,"Kitchen",1032
"1691",2007,8,21,"Kitchen",0
"1692",2007,8,22,"Kitchen",3048
"1693",2007,8,23,"Kitchen",2502
"1694",2007,8,24,"Kitchen",1891
"1695",2007,8,25,"Kitchen",4149
"1696",2007,8,26,"Kitchen",1541
"1697",2007,8,27,"Kitchen",2305
"1698",2007,8,28,"Kitchen",1038
"1699",2007,8,29,"Kitchen",957
"1700",2007,8,30,"Kitchen",3822
"1701",2007,8,31,"Kitchen",1200
"1702",2007,9,1,"Kitchen",2497
"1703",2007,9,2,"Kitchen",3613
"1704",2007,9,3,"Kitchen",621
"1705",2007,9,4,"Kitchen",2928
"1706",2007,9,5,"Kitchen",0
"1707",2007,9,6,"Kitchen",0
"1708",2007,9,7,"Kitchen",3632
"1709",2007,9,8,"Kitchen",3339
"1710",2007,9,9,"Kitchen",2184
"1711",2007,9,10,"Kitchen",935
"1712",2007,9,11,"Kitchen",943
"1713",2007,9,12,"Kitchen",0
"1714",2007,9,13,"Kitchen",1175
"1715",2007,9,14,"Kitchen",901
"1716",2007,9,15,"Kitchen",0
"1717",2007,9,16,"Kitchen",3118
"1718",2007,9,17,"Kitchen",6651
"1719",2007,9,18,"Kitchen",1888
"1720",2007,9,19,"Kitchen",0
"1721",2007,9,20,"Kitchen",1056
"1722",2007,9,21,"Kitchen",3130
"1723",2007,9,22,"Kitchen",944
"1724",2007,9,23,"Kitchen",2831
"1725",2007,9,24,"Kitchen",929
"1726",2007,9,25,"Kitchen",916
"1727",2007,9,26,"Kitchen",1058
"1728",2007,9,27,"Kitchen",1066
"1729",2007,9,28,"Kitchen",996
"1730",2007,9,29,"Kitchen",4085
"1731",2007,9,30,"Kitchen",1405
"1732",2007,10,1,"Kitchen",1507
"1733",2007,10,2,"Kitchen",508
"1734",2007,10,3,"Kitchen",979
"1735",2007,10,4,"Kitchen",2400
"1736",2007,10,5,"Kitchen",0
"1737",2007,10,6,"Kitchen",4840
"1738",2007,10,7,"Kitchen",2498
"1739",2007,10,8,"Kitchen",0
"1740",2007,10,9,"Kitchen",2034
"1741",2007,10,10,"Kitchen",1863
"1742",2007,10,11,"Kitchen",2630
"1743",2007,10,12,"Kitchen",1020
"1744",2007,10,13,"Kitchen",969
"1745",2007,10,14,"Kitchen",2930
"1746",2007,10,15,"Kitchen",1061
"1747",2007,10,16,"Kitchen",0
"1748",2007,10,17,"Kitchen",1065
"1749",2007,10,18,"Kitchen",1162
"1750",2007,10,19,"Kitchen",1299
"1751",2007,10,20,"Kitchen",2363
"1752",2007,10,21,"Kitchen",3712
"1753",2007,10,22,"Kitchen",0
"1754",2007,10,23,"Kitchen",1067
"1755",2007,10,24,"Kitchen",4459
"1756",2007,10,25,"Kitchen",1478
"1757",2007,10,26,"Kitchen",0
"1758",2007,10,27,"Kitchen",1374
"1759",2007,10,28,"Kitchen",0
"1760",2007,10,29,"Kitchen",0
"1761",2007,10,30,"Kitchen",0
"1762",2007,10,31,"Kitchen",0
"1763",2007,11,1,"Kitchen",0
"1764",2007,11,2,"Kitchen",1346
"1765",2007,11,3,"Kitchen",0
"1766",2007,11,4,"Kitchen",0
"1767",2007,11,5,"Kitchen",1265
"1768",2007,11,6,"Kitchen",1105
"1769",2007,11,7,"Kitchen",5042
"1770",2007,11,8,"Kitchen",1715
"1771",2007,11,9,"Kitchen",0
"1772",2007,11,10,"Kitchen",3697
"1773",2007,11,11,"Kitchen",3445
"1774",2007,11,12,"Kitchen",1018
"1775",2007,11,13,"Kitchen",978
"1776",2007,11,14,"Kitchen",1055
"1777",2007,11,15,"Kitchen",1606
"1778",2007,11,16,"Kitchen",1991
"1779",2007,11,17,"Kitchen",2588
"1780",2007,11,18,"Kitchen",5201
"1781",2007,11,19,"Kitchen",1089
"1782",2007,11,20,"Kitchen",1015
"1783",2007,11,21,"Kitchen",1141
"1784",2007,11,22,"Kitchen",2867
"1785",2007,11,23,"Kitchen",2168
"1786",2007,11,24,"Kitchen",1573
"1787",2007,11,25,"Kitchen",3556
"1788",2007,11,26,"Kitchen",1088
"1789",2007,11,27,"Kitchen",1063
"1790",2007,11,28,"Kitchen",1182
"1791",2007,11,29,"Kitchen",2031
"1792",2007,11,30,"Kitchen",0
"1793",2007,12,1,"Kitchen",9356
"1794",2007,12,2,"Kitchen",2090
"1795",2007,12,3,"Kitchen",1141
"1796",2007,12,4,"Kitchen",1012
"1797",2007,12,5,"Kitchen",3422
"1798",2007,12,6,"Kitchen",4751
"1799",2007,12,7,"Kitchen",459
"1800",2007,12,8,"Kitchen",1133
"1801",2007,12,9,"Kitchen",4176
"1802",2007,12,10,"Kitchen",1102
"1803",2007,12,11,"Kitchen",1050
"1804",2007,12,12,"Kitchen",1152
"1805",2007,12,13,"Kitchen",1103
"1806",2007,12,14,"Kitchen",980
"1807",2007,12,15,"Kitchen",1706
"1808",2007,12,16,"Kitchen",3410
"1809",2007,12,17,"Kitchen",1636
"1810",2007,12,18,"Kitchen",1123
"1811",2007,12,19,"Kitchen",1233
"1812",2007,12,20,"Kitchen",1859
"1813",2007,12,21,"Kitchen",1191
"1814",2007,12,22,"Kitchen",3819
"1815",2007,12,23,"Kitchen",1971
"1816",2007,12,24,"Kitchen",2985
"1817",2007,12,25,"Kitchen",4588
"1818",2007,12,26,"Kitchen",1109
"1819",2007,12,27,"Kitchen",4122
"1820",2007,12,28,"Kitchen",1980
"1821",2007,12,29,"Kitchen",4836
"1822",2007,12,30,"Kitchen",3595
"1823",2007,12,31,"Kitchen",0
"1824",2008,1,1,"Kitchen",2461
"1825",2008,1,2,"Kitchen",0
"1826",2008,1,3,"Kitchen",1130
"1827",2008,1,4,"Kitchen",1241
"1828",2008,1,5,"Kitchen",2113
"1829",2008,1,6,"Kitchen",1966
"1830",2008,1,7,"Kitchen",1288
"1831",2008,1,8,"Kitchen",2197
"1832",2008,1,9,"Kitchen",1162
"1833",2008,1,10,"Kitchen",1307
"1834",2008,1,11,"Kitchen",1261
"1835",2008,1,12,"Kitchen",5594
"1836",2008,1,13,"Kitchen",6505
"1837",2008,1,14,"Kitchen",5918
"1838",2008,1,15,"Kitchen",782
"1839",2008,1,16,"Kitchen",1162
"1840",2008,1,17,"Kitchen",1007
"1841",2008,1,18,"Kitchen",1034
"1842",2008,1,19,"Kitchen",2521
"1843",2008,1,20,"Kitchen",1775
"1844",2008,1,21,"Kitchen",0
"1845",2008,1,22,"Kitchen",4670
"1846",2008,1,23,"Kitchen",1116
"1847",2008,1,24,"Kitchen",1107
"1848",2008,1,25,"Kitchen",0
"1849",2008,1,26,"Kitchen",4925
"1850",2008,1,27,"Kitchen",3725
"1851",2008,1,28,"Kitchen",1142
"1852",2008,1,29,"Kitchen",1487
"1853",2008,1,30,"Kitchen",0
"1854",2008,1,31,"Kitchen",1165
"1855",2008,2,1,"Kitchen",336
"1856",2008,2,2,"Kitchen",6286
"1857",2008,2,3,"Kitchen",2319
"1858",2008,2,4,"Kitchen",1161
"1859",2008,2,5,"Kitchen",1098
"1860",2008,2,6,"Kitchen",2114
"1861",2008,2,7,"Kitchen",0
"1862",2008,2,8,"Kitchen",940
"1863",2008,2,9,"Kitchen",2050
"1864",2008,2,10,"Kitchen",2562
"1865",2008,2,11,"Kitchen",1018
"1866",2008,2,12,"Kitchen",2009
"1867",2008,2,13,"Kitchen",2530
"1868",2008,2,14,"Kitchen",1300
"1869",2008,2,15,"Kitchen",1109
"1870",2008,2,16,"Kitchen",1076
"1871",2008,2,17,"Kitchen",3182
"1872",2008,2,18,"Kitchen",0
"1873",2008,2,19,"Kitchen",1881
"1874",2008,2,20,"Kitchen",3655
"1875",2008,2,21,"Kitchen",0
"1876",2008,2,22,"Kitchen",1167
"1877",2008,2,23,"Kitchen",1684
"1878",2008,2,24,"Kitchen",754
"1879",2008,2,25,"Kitchen",0
"1880",2008,2,26,"Kitchen",0
"1881",2008,2,27,"Kitchen",0
"1882",2008,2,28,"Kitchen",0
"1883",2008,2,29,"Kitchen",0
"1884",2008,3,1,"Kitchen",0
"1885",2008,3,2,"Kitchen",0
"1886",2008,3,3,"Kitchen",0
"1887",2008,3,4,"Kitchen",1249
"1888",2008,3,5,"Kitchen",1145
"1889",2008,3,6,"Kitchen",1082
"1890",2008,3,7,"Kitchen",1235
"1891",2008,3,8,"Kitchen",6286
"1892",2008,3,9,"Kitchen",2607
"1893",2008,3,10,"Kitchen",2009
"1894",2008,3,11,"Kitchen",1271
"1895",2008,3,12,"Kitchen",1120
"1896",2008,3,13,"Kitchen",3263
"1897",2008,3,14,"Kitchen",980
"1898",2008,3,15,"Kitchen",2550
"1899",2008,3,16,"Kitchen",2394
"1900",2008,3,17,"Kitchen",236
"1901",2008,3,18,"Kitchen",1156
"1902",2008,3,19,"Kitchen",2110
"1903",2008,3,20,"Kitchen",1107
"1904",2008,3,21,"Kitchen",2171
"1905",2008,3,22,"Kitchen",3322
"1906",2008,3,23,"Kitchen",6279
"1907",2008,3,24,"Kitchen",1131
"1908",2008,3,25,"Kitchen",2246
"1909",2008,3,26,"Kitchen",2547
"1910",2008,3,27,"Kitchen",0
"1911",2008,3,28,"Kitchen",2325
"1912",2008,3,29,"Kitchen",5153
"1913",2008,3,30,"Kitchen",5045
"1914",2008,3,31,"Kitchen",1091
"1915",2008,4,1,"Kitchen",1079
"1916",2008,4,2,"Kitchen",1106
"1917",2008,4,3,"Kitchen",0
"1918",2008,4,4,"Kitchen",2133
"1919",2008,4,5,"Kitchen",2929
"1920",2008,4,6,"Kitchen",1124
"1921",2008,4,7,"Kitchen",2420
"1922",2008,4,8,"Kitchen",2752
"1923",2008,4,9,"Kitchen",0
"1924",2008,4,10,"Kitchen",3261
"1925",2008,4,11,"Kitchen",1802
"1926",2008,4,12,"Kitchen",7076
"1927",2008,4,13,"Kitchen",2554
"1928",2008,4,14,"Kitchen",0
"1929",2008,4,15,"Kitchen",1174
"1930",2008,4,16,"Kitchen",838
"1931",2008,4,17,"Kitchen",1719
"1932",2008,4,18,"Kitchen",2174
"1933",2008,4,19,"Kitchen",4319
"1934",2008,4,20,"Kitchen",1030
"1935",2008,4,21,"Kitchen",0
"1936",2008,4,22,"Kitchen",971
"1937",2008,4,23,"Kitchen",1380
"1938",2008,4,24,"Kitchen",1263
"1939",2008,4,25,"Kitchen",824
"1940",2008,4,26,"Kitchen",0
"1941",2008,4,27,"Kitchen",693
"1942",2008,4,28,"Kitchen",0
"1943",2008,4,29,"Kitchen",1402
"1944",2008,4,30,"Kitchen",1057
"1945",2008,5,1,"Kitchen",0
"1946",2008,5,2,"Kitchen",3114
"1947",2008,5,3,"Kitchen",996
"1948",2008,5,4,"Kitchen",2196
"1949",2008,5,5,"Kitchen",1008
"1950",2008,5,6,"Kitchen",1354
"1951",2008,5,7,"Kitchen",1030
"1952",2008,5,8,"Kitchen",3667
"1953",2008,5,9,"Kitchen",2229
"1954",2008,5,10,"Kitchen",6950
"1955",2008,5,11,"Kitchen",563
"1956",2008,5,12,"Kitchen",2082
"1957",2008,5,13,"Kitchen",823
"1958",2008,5,14,"Kitchen",2467
"1959",2008,5,15,"Kitchen",868
"1960",2008,5,16,"Kitchen",2228
"1961",2008,5,17,"Kitchen",2158
"1962",2008,5,18,"Kitchen",1775
"1963",2008,5,19,"Kitchen",1014
"1964",2008,5,20,"Kitchen",1352
"1965",2008,5,21,"Kitchen",1989
"1966",2008,5,22,"Kitchen",996
"1967",2008,5,23,"Kitchen",0
"1968",2008,5,24,"Kitchen",1027
"1969",2008,5,25,"Kitchen",4307
"1970",2008,5,26,"Kitchen",985
"1971",2008,5,27,"Kitchen",0
"1972",2008,5,28,"Kitchen",3138
"1973",2008,5,29,"Kitchen",1004
"1974",2008,5,30,"Kitchen",0
"1975",2008,5,31,"Kitchen",1764
"1976",2008,6,1,"Kitchen",1906
"1977",2008,6,2,"Kitchen",960
"1978",2008,6,3,"Kitchen",2897
"1979",2008,6,4,"Kitchen",1550
"1980",2008,6,5,"Kitchen",1747
"1981",2008,6,6,"Kitchen",1009
"1982",2008,6,7,"Kitchen",2379
"1983",2008,6,8,"Kitchen",2536
"1984",2008,6,9,"Kitchen",1967
"1985",2008,6,10,"Kitchen",907
"1986",2008,6,11,"Kitchen",977
"1987",2008,6,12,"Kitchen",1951
"1988",2008,6,13,"Kitchen",2809
"1989",2008,6,14,"Kitchen",1862
"1990",2008,6,15,"Kitchen",6471
"1991",2008,6,16,"Kitchen",1980
"1992",2008,6,17,"Kitchen",1080
"1993",2008,6,18,"Kitchen",7549
"1994",2008,6,19,"Kitchen",3411
"1995",2008,6,20,"Kitchen",2948
"1996",2008,6,21,"Kitchen",940
"1997",2008,6,22,"Kitchen",4705
"1998",2008,6,23,"Kitchen",2600
"1999",2008,6,24,"Kitchen",2779
"2000",2008,6,25,"Kitchen",2773
"2001",2008,6,26,"Kitchen",921
"2002",2008,6,27,"Kitchen",4159
"2003",2008,6,28,"Kitchen",0
"2004",2008,6,29,"Kitchen",955
"2005",2008,6,30,"Kitchen",0
"2006",2008,7,1,"Kitchen",3465
"2007",2008,7,2,"Kitchen",962
"2008",2008,7,3,"Kitchen",958
"2009",2008,7,4,"Kitchen",0
"2010",2008,7,5,"Kitchen",1875
"2011",2008,7,6,"Kitchen",4258
"2012",2008,7,7,"Kitchen",2171
"2013",2008,7,8,"Kitchen",991
"2014",2008,7,9,"Kitchen",951
"2015",2008,7,10,"Kitchen",982
"2016",2008,7,11,"Kitchen",724
"2017",2008,7,12,"Kitchen",4436
"2018",2008,7,13,"Kitchen",1671
"2019",2008,7,14,"Kitchen",2564
"2020",2008,7,15,"Kitchen",968
"2021",2008,7,16,"Kitchen",1537
"2022",2008,7,17,"Kitchen",1122
"2023",2008,7,18,"Kitchen",1143
"2024",2008,7,19,"Kitchen",2941
"2025",2008,7,20,"Kitchen",1943
"2026",2008,7,21,"Kitchen",1698
"2027",2008,7,22,"Kitchen",0
"2028",2008,7,23,"Kitchen",1233
"2029",2008,7,24,"Kitchen",837
"2030",2008,7,25,"Kitchen",1168
"2031",2008,7,26,"Kitchen",0
"2032",2008,7,27,"Kitchen",1063
"2033",2008,7,28,"Kitchen",0
"2034",2008,7,29,"Kitchen",1571
"2035",2008,7,30,"Kitchen",2548
"2036",2008,7,31,"Kitchen",1533
"2037",2008,8,1,"Kitchen",586
"2038",2008,8,2,"Kitchen",0
"2039",2008,8,3,"Kitchen",0
"2040",2008,8,4,"Kitchen",596
"2041",2008,8,5,"Kitchen",635
"2042",2008,8,6,"Kitchen",0
"2043",2008,8,7,"Kitchen",0
"2044",2008,8,8,"Kitchen",0
"2045",2008,8,9,"Kitchen",0
"2046",2008,8,10,"Kitchen",0
"2047",2008,8,11,"Kitchen",0
"2048",2008,8,12,"Kitchen",0
"2049",2008,8,13,"Kitchen",0
"2050",2008,8,14,"Kitchen",0
"2051",2008,8,15,"Kitchen",0
"2052",2008,8,16,"Kitchen",0
"2053",2008,8,17,"Kitchen",0
"2054",2008,8,18,"Kitchen",0
"2055",2008,8,19,"Kitchen",0
"2056",2008,8,20,"Kitchen",0
"2057",2008,8,21,"Kitchen",0
"2058",2008,8,22,"Kitchen",0
"2059",2008,8,23,"Kitchen",0
"2060",2008,8,24,"Kitchen",0
"2061",2008,8,25,"Kitchen",0
"2062",2008,8,26,"Kitchen",0
"2063",2008,8,27,"Kitchen",0
"2064",2008,8,28,"Kitchen",0
"2065",2008,8,29,"Kitchen",0
"2066",2008,8,30,"Kitchen",0
"2067",2008,8,31,"Kitchen",2056
"2068",2008,9,1,"Kitchen",950
"2069",2008,9,2,"Kitchen",4273
"2070",2008,9,3,"Kitchen",1326
"2071",2008,9,4,"Kitchen",2225
"2072",2008,9,5,"Kitchen",379
"2073",2008,9,6,"Kitchen",2948
"2074",2008,9,7,"Kitchen",3612
"2075",2008,9,8,"Kitchen",747
"2076",2008,9,9,"Kitchen",236
"2077",2008,9,10,"Kitchen",1009
"2078",2008,9,11,"Kitchen",1005
"2079",2008,9,12,"Kitchen",1867
"2080",2008,9,13,"Kitchen",930
"2081",2008,9,14,"Kitchen",4673
"2082",2008,9,15,"Kitchen",960
"2083",2008,9,16,"Kitchen",0
"2084",2008,9,17,"Kitchen",1910
"2085",2008,9,18,"Kitchen",4202
"2086",2008,9,19,"Kitchen",1569
"2087",2008,9,20,"Kitchen",0
"2088",2008,9,21,"Kitchen",4010
"2089",2008,9,22,"Kitchen",1014
"2090",2008,9,23,"Kitchen",0
"2091",2008,9,24,"Kitchen",2019
"2092",2008,9,25,"Kitchen",1012
"2093",2008,9,26,"Kitchen",1221
"2094",2008,9,27,"Kitchen",4347
"2095",2008,9,28,"Kitchen",1920
"2096",2008,9,29,"Kitchen",1014
"2097",2008,9,30,"Kitchen",998
"2098",2008,10,1,"Kitchen",2249
"2099",2008,10,2,"Kitchen",0
"2100",2008,10,3,"Kitchen",4801
"2101",2008,10,4,"Kitchen",3462
"2102",2008,10,5,"Kitchen",990
"2103",2008,10,6,"Kitchen",990
"2104",2008,10,7,"Kitchen",1016
"2105",2008,10,8,"Kitchen",1044
"2106",2008,10,9,"Kitchen",1032
"2107",2008,10,10,"Kitchen",0
"2108",2008,10,11,"Kitchen",2144
"2109",2008,10,12,"Kitchen",2561
"2110",2008,10,13,"Kitchen",1037
"2111",2008,10,14,"Kitchen",1177
"2112",2008,10,15,"Kitchen",1998
"2113",2008,10,16,"Kitchen",951
"2114",2008,10,17,"Kitchen",2036
"2115",2008,10,18,"Kitchen",799
"2116",2008,10,19,"Kitchen",698
"2117",2008,10,20,"Kitchen",844
"2118",2008,10,21,"Kitchen",857
"2119",2008,10,22,"Kitchen",662
"2120",2008,10,23,"Kitchen",815
"2121",2008,10,24,"Kitchen",7893
"2122",2008,10,25,"Kitchen",737
"2123",2008,10,26,"Kitchen",0
"2124",2008,10,27,"Kitchen",0
"2125",2008,10,28,"Kitchen",2263
"2126",2008,10,29,"Kitchen",1037
"2127",2008,10,30,"Kitchen",0
"2128",2008,10,31,"Kitchen",0
"2129",2008,11,1,"Kitchen",0
"2130",2008,11,2,"Kitchen",0
"2131",2008,11,3,"Kitchen",963
"2132",2008,11,4,"Kitchen",0
"2133",2008,11,5,"Kitchen",7597
"2134",2008,11,6,"Kitchen",1033
"2135",2008,11,7,"Kitchen",1032
"2136",2008,11,8,"Kitchen",1114
"2137",2008,11,9,"Kitchen",6301
"2138",2008,11,10,"Kitchen",1023
"2139",2008,11,11,"Kitchen",2475
"2140",2008,11,12,"Kitchen",1066
"2141",2008,11,13,"Kitchen",0
"2142",2008,11,14,"Kitchen",2092
"2143",2008,11,15,"Kitchen",3952
"2144",2008,11,16,"Kitchen",4791
"2145",2008,11,17,"Kitchen",0
"2146",2008,11,18,"Kitchen",1079
"2147",2008,11,19,"Kitchen",1737
"2148",2008,11,20,"Kitchen",1034
"2149",2008,11,21,"Kitchen",1039
"2150",2008,11,22,"Kitchen",1093
"2151",2008,11,23,"Kitchen",3631
"2152",2008,11,24,"Kitchen",1063
"2153",2008,11,25,"Kitchen",3010
"2154",2008,11,26,"Kitchen",909
"2155",2008,11,27,"Kitchen",2491
"2156",2008,11,28,"Kitchen",1113
"2157",2008,11,29,"Kitchen",5268
"2158",2008,11,30,"Kitchen",1161
"2159",2008,12,1,"Kitchen",1085
"2160",2008,12,2,"Kitchen",0
"2161",2008,12,3,"Kitchen",1137
"2162",2008,12,4,"Kitchen",1085
"2163",2008,12,5,"Kitchen",831
"2164",2008,12,6,"Kitchen",4005
"2165",2008,12,7,"Kitchen",3294
"2166",2008,12,8,"Kitchen",1117
"2167",2008,12,9,"Kitchen",1985
"2168",2008,12,10,"Kitchen",1128
"2169",2008,12,11,"Kitchen",1160
"2170",2008,12,12,"Kitchen",1157
"2171",2008,12,13,"Kitchen",2186
"2172",2008,12,14,"Kitchen",3742
"2173",2008,12,15,"Kitchen",1178
"2174",2008,12,16,"Kitchen",0
"2175",2008,12,17,"Kitchen",4251
"2176",2008,12,18,"Kitchen",1125
"2177",2008,12,19,"Kitchen",1538
"2178",2008,12,20,"Kitchen",1134
"2179",2008,12,21,"Kitchen",1099
"2180",2008,12,22,"Kitchen",2157
"2181",2008,12,23,"Kitchen",2666
"2182",2008,12,24,"Kitchen",0
"2183",2008,12,25,"Kitchen",0
"2184",2008,12,26,"Kitchen",1121
"2185",2008,12,27,"Kitchen",0
"2186",2008,12,28,"Kitchen",1953
"2187",2008,12,29,"Kitchen",0
"2188",2008,12,30,"Kitchen",0
"2189",2008,12,31,"Kitchen",2975
"2190",2009,1,1,"Kitchen",765
"2191",2009,1,2,"Kitchen",2417
"2192",2009,1,3,"Kitchen",6440
"2193",2009,1,4,"Kitchen",1457
"2194",2009,1,5,"Kitchen",1247
"2195",2009,1,6,"Kitchen",0
"2196",2009,1,7,"Kitchen",2687
"2197",2009,1,8,"Kitchen",2773
"2198",2009,1,9,"Kitchen",1802
"2199",2009,1,10,"Kitchen",2828
"2200",2009,1,11,"Kitchen",4521
"2201",2009,1,12,"Kitchen",0
"2202",2009,1,13,"Kitchen",1140
"2203",2009,1,14,"Kitchen",2279
"2204",2009,1,15,"Kitchen",2731
"2205",2009,1,16,"Kitchen",5811
"2206",2009,1,17,"Kitchen",2477
"2207",2009,1,18,"Kitchen",5649
"2208",2009,1,19,"Kitchen",1118
"2209",2009,1,20,"Kitchen",0
"2210",2009,1,21,"Kitchen",1148
"2211",2009,1,22,"Kitchen",0
"2212",2009,1,23,"Kitchen",2078
"2213",2009,1,24,"Kitchen",5096
"2214",2009,1,25,"Kitchen",3971
"2215",2009,1,26,"Kitchen",1121
"2216",2009,1,27,"Kitchen",896
"2217",2009,1,28,"Kitchen",2301
"2218",2009,1,29,"Kitchen",0
"2219",2009,1,30,"Kitchen",1622
"2220",2009,1,31,"Kitchen",8278
"2221",2009,2,1,"Kitchen",3330
"2222",2009,2,2,"Kitchen",1159
"2223",2009,2,3,"Kitchen",703
"2224",2009,2,4,"Kitchen",871
"2225",2009,2,5,"Kitchen",1104
"2226",2009,2,6,"Kitchen",1165
"2227",2009,2,7,"Kitchen",6822
"2228",2009,2,8,"Kitchen",5341
"2229",2009,2,9,"Kitchen",1063
"2230",2009,2,10,"Kitchen",1128
"2231",2009,2,11,"Kitchen",2985
"2232",2009,2,12,"Kitchen",1109
"2233",2009,2,13,"Kitchen",1100
"2234",2009,2,14,"Kitchen",2280
"2235",2009,2,15,"Kitchen",2465
"2236",2009,2,16,"Kitchen",0
"2237",2009,2,17,"Kitchen",0
"2238",2009,2,18,"Kitchen",0
"2239",2009,2,19,"Kitchen",1046
"2240",2009,2,20,"Kitchen",2897
"2241",2009,2,21,"Kitchen",2111
"2242",2009,2,22,"Kitchen",3816
"2243",2009,2,23,"Kitchen",1212
"2244",2009,2,24,"Kitchen",0
"2245",2009,2,25,"Kitchen",1092
"2246",2009,2,26,"Kitchen",0
"2247",2009,2,27,"Kitchen",1154
"2248",2009,2,28,"Kitchen",1145
"2249",2009,3,1,"Kitchen",11224
"2250",2009,3,2,"Kitchen",1560
"2251",2009,3,3,"Kitchen",1159
"2252",2009,3,4,"Kitchen",2214
"2253",2009,3,5,"Kitchen",0
"2254",2009,3,6,"Kitchen",1144
"2255",2009,3,7,"Kitchen",1055
"2256",2009,3,8,"Kitchen",7253
"2257",2009,3,9,"Kitchen",2001
"2258",2009,3,10,"Kitchen",0
"2259",2009,3,11,"Kitchen",3476
"2260",2009,3,12,"Kitchen",0
"2261",2009,3,13,"Kitchen",1082
"2262",2009,3,14,"Kitchen",2196
"2263",2009,3,15,"Kitchen",3478
"2264",2009,3,16,"Kitchen",0
"2265",2009,3,17,"Kitchen",1110
"2266",2009,3,18,"Kitchen",1123
"2267",2009,3,19,"Kitchen",0
"2268",2009,3,20,"Kitchen",1083
"2269",2009,3,21,"Kitchen",5420
"2270",2009,3,22,"Kitchen",2017
"2271",2009,3,23,"Kitchen",1078
"2272",2009,3,24,"Kitchen",1710
"2273",2009,3,25,"Kitchen",2780
"2274",2009,3,26,"Kitchen",0
"2275",2009,3,27,"Kitchen",1103
"2276",2009,3,28,"Kitchen",4527
"2277",2009,3,29,"Kitchen",1611
"2278",2009,3,30,"Kitchen",1085
"2279",2009,3,31,"Kitchen",2202
"2280",2009,4,1,"Kitchen",2807
"2281",2009,4,2,"Kitchen",1128
"2282",2009,4,3,"Kitchen",0
"2283",2009,4,4,"Kitchen",2699
"2284",2009,4,5,"Kitchen",3832
"2285",2009,4,6,"Kitchen",799
"2286",2009,4,7,"Kitchen",1103
"2287",2009,4,8,"Kitchen",2131
"2288",2009,4,9,"Kitchen",2682
"2289",2009,4,10,"Kitchen",2057
"2290",2009,4,11,"Kitchen",3661
"2291",2009,4,12,"Kitchen",7498
"2292",2009,4,13,"Kitchen",1006
"2293",2009,4,14,"Kitchen",888
"2294",2009,4,15,"Kitchen",1880
"2295",2009,4,16,"Kitchen",2896
"2296",2009,4,17,"Kitchen",0
"2297",2009,4,18,"Kitchen",1028
"2298",2009,4,19,"Kitchen",2201
"2299",2009,4,20,"Kitchen",0
"2300",2009,4,21,"Kitchen",1925
"2301",2009,4,22,"Kitchen",1024
"2302",2009,4,23,"Kitchen",1068
"2303",2009,4,24,"Kitchen",0
"2304",2009,4,25,"Kitchen",2007
"2305",2009,4,26,"Kitchen",3053
"2306",2009,4,27,"Kitchen",995
"2307",2009,4,28,"Kitchen",2068
"2308",2009,4,29,"Kitchen",1043
"2309",2009,4,30,"Kitchen",1027
"2310",2009,5,1,"Kitchen",1067
"2311",2009,5,2,"Kitchen",1430
"2312",2009,5,3,"Kitchen",3207
"2313",2009,5,4,"Kitchen",1007
"2314",2009,5,5,"Kitchen",1049
"2315",2009,5,6,"Kitchen",1038
"2316",2009,5,7,"Kitchen",0
"2317",2009,5,8,"Kitchen",2226
"2318",2009,5,9,"Kitchen",2090
"2319",2009,5,10,"Kitchen",4300
"2320",2009,5,11,"Kitchen",1035
